id,stage_name,full_name,date_of_birth,birthplace,group_id,country_id,gender,weight,height
369,Gunmin,Lee Gunmin,1994-10-03,Gangwon,52.0,91,M,64.0,177.0
370,Gunwoo,Lee Gunwoo,1989-01-30,Daejeon,282.0,91,M,,
371,Gunwoo,Kim Gunwoo,2002-05-28,,,91,M,,
372,Gunwook,Park Gunwook,2005-10-01,,447.0,91,M,,183.0
373,Gyehyeon,Jo Gyehyeon,1999-05-14,,412.0,91,M,,
374,Gyeongtae,Kwon Gyeongtae,2000-07-23,,3.0,91,M,,
375,Gyujin,Han Gyujin,1997-11-21,Icheon,408.0,91,M,,
376,Gyumin,Kim Gyumin,2000-12-12,Yeosu,441.0,91,M,58.0,175.0
377,Gyurae,Kim Gyurae,2009-02-28,,151.0,91,M,,183.0
378,Gyuri,Park Gyuri,1988-05-21,Seoul,228.0,91,F,,
379,Gyuri,Jang Gyuri,1997-12-27,Seoul,,91,F,,
380,Gyuvin,Kim Gyuvin,2004-08-30,Seoul,447.0,91,M,,182.0
381,Habin,Yoo Habin,2002-03-10,,,91,F,48.0,165.0
382,Haebin,Han Haebin,1995-08-16,,181.0,91,F,,
383,Haechan,Lee Donghyuk,2000-06-06,,288.0,91,M,,
384,Haein,Yeom Haein,1995-05-19,Ojeonggu,237.0,91,F,45.0,162.0
385,Haemin,Jung Haemin,2004-03-16,Cheonan,17.0,91,M,63.0,183.0
386,Haena,Lee Haena,1991-06-02,,263.0,91,F,165.0,
387,Haena,Jeon Eunbi,2002-02-19,,35.0,91,F,,
388,Haeri,Lee Haeri,1985-02-14,Seoul,124.0,91,F,,
389,Haeri,Jung Haeri,1997-01-14,Seoul,307.0,91,F,,
390,Haerin,Kang Haerin,2006-05-15,Gimcheon,290.0,91,F,,165.0
391,Haeryeong,Na Haeryeong,1994-11-11,,62.0,91,F,,
392,Haeun,Yoon Haeun,1999-03-12,,13.0,91,F,,163.0
393,Haeun,Lim Haeun,2008-11-02,,239.0,91,F,,
394,Haeun,Lee Haeun,2002-06-25,,,91,F,,157.0
395,Haewon,Oh Haewon,2003-02-25,,293.0,91,F,,
396,Haeyeon,Lee Taeyeon,1994-01-11,,,91,F,,161.0
397,Haeyoon,Park Haeyoon,1996-01-10,,101.0,91,F,43.0,157.0
398,Hajeong,Lee Hajeong,1997-09-23,,,91,F,,
399,Hakmin,Lee Hakmin,2000-09-20,,388.0,91,M,,171.0
400,Hamin,Kim Kangmin,2001-11-13,Seoul,96.0,91,M,,169.0
401,Hamin,Jo Hamin,1997-10-24,,140.0,91,M,65.0,183.0
402,Han,Han Jisung,2000-09-14,Incheon,364.0,91,M,,
403,Han Hyeri,Han Hyeri,1997-08-24,Gwangmyeong,,91,F,42.0,159.0
404,Han Leeseul,Han Jiyoon,2000-02-12,,332.0,91,F,,
405,Hana,Shin Bora,1993-04-30,,181.0,91,F,,
406,Hana,Jung Hana,1990-02-02,Uljeongbu,341.0,91,F,,
407,Hanbin,Sung Hanbin,2001-06-13,Cheonan,447.0,91,M,,181.0
408,Hanbin,Choi Hanbin,2007-07-25,,381.0,91,M,,
409,Hanbin,Park Hanbin,2002-03-01,Iksan,144.0,91,M,,175.0
410,Hanbin,Lee Hanbin,2001-11-20,,151.0,91,M,,180.0
411,Hanbyeol,Ahn Hanbyeol,2003-10-13,,,91,F,44.0,166.0
412,Hanbyul,Kyung Hanbyul,2005-07-01,Seoul,315.0,91,F,49.0,167.0
413,Haneul,Lee Haneul,1996-06-03,,43.0,91,M,,175.0
414,Haneul,Choi Haneul,2000-11-28,,339.0,91,F,43.0,158.0
415,Haneul,Won Haneul,2005-05-25,Suwon,233.0,91,F,,168.0
416,Hangyeom,Song Hangyeom,1996-07-17,,,91,M,,
417,Hangyul,Lee Hangyul,1999-12-07,,58.0,91,M,,177.0
418,Hani,Ahn Hee-yeon,1992-05-01,Seoul,146.0,91,F,,168.0
419,Hankook,Cho Hankook,2002-04-03,Seoul,391.0,91,M,,
420,Hankook,Cho Hankook,2002-04-03,Seoul,392.0,91,M,,
421,Hanna,Shin Jiyeon,1994-02-19,,273.0,91,F,48.0,170.0
422,Hannah,Bae Hyunyoung,1999-10-23,Seongnam,323.0,91,F,,
423,Hannah,Kang Minkyung,2003-01-04,,436.0,91,F,,
424,Hanse,Do Hanse,1997-09-25,,414.0,91,M,,
425,Hansol,Kim Hansol,1993-06-15,Busan,,91,M,,
426,Hanwoom,Byun Hanwoom,2001-06-05,Seoul,315.0,91,F,43.0,160.0
427,Haram,Kim Haram,2001-01-13,,66.0,91,F,45.0,161.0
428,Haram,Shin Haram,2007-10-17,,56.0,91,F,,
429,Hara†,Koo Hara,1991-01-13,Gwangju,228.0,91,F,,
430,Harin,Ju Harin,1998-03-29,,,91,M,,
431,Harin,,1995-11-21,Seoul,253.0,91,F,43.0,160.0
432,Harin,Park Guenhye,2000-05-26,,311.0,91,F,48.0,164.0
433,Harin,Seo Harin,2000-12-07,,83.0,91,F,,
434,Harry-June,Han Harry-June,2004-01-01,,129.0,91,M,61.0,178.0
435,Haru,Han Sangsook,1994-07-06,Bucheon,,91,F,,160.0
436,Haru,Lee Yoojeong,1997-02-26,,,91,F,,164.0
437,Haseul,Jo Haseul,1997-08-18,Ansan,,91,F,,
438,Haseung,Lee Taewoo,1999-07-16,,,91,M,,
439,Havit,Lee Havit,1999-06-07,Incheon,391.0,91,M,,
440,Havit,Lee Havit,1999-06-07,Incheon,392.0,91,M,,
441,Hayeon,Jeong Hayeon,2007-08-01,,394.0,91,F,,166.0
442,Hayoon,Jung Hayoon,1998-11-21,,82.0,91,F,,163.0
443,Hayoung,Oh Hayoung,1996-07-19,Seoul,39.0,91,F,,167.0
444,Hayoung,Lee Hayoung,1993-08-03,,313.0,91,F,,
445,Hayoung,Choi Hayoung,2000-08-22,,388.0,91,M,,181.0
446,Hayoung,Song Hayoung,1997-09-29,Gwangju,157.0,91,F,,
447,Hayuchan,Park Hayuchan,2007-08-21,Incheon,381.0,91,M,,
448,Hayun,Lee Hayun,1994-08-29,Changwon,,91,F,,
449,Hayun,Choi Hayun,2004-01-16,Seoul,197.0,91,F,,
450,Hayun,Ha Seyun,2003-11-20,,316.0,91,F,,163.0
451,Hee,Shin Youngseo,2005-12-28,,,91,M,,
452,Heechan,Yang Heechan,1999-07-31,,129.0,91,M,63.0,176.0
453,Heechul,Kim Heechul,1983-07-10,Hoengseong,366.0,91,M,60.0,179.0
454,Heechul,Jung Heechul,1989-12-09,Jeju,446.0,91,M,,
455,Heedo,Yoon Heedo,1996-04-22,Seoul,52.0,91,M,60.0,180.0
456,Heejin,Jeon Heejin,2000-10-19,Seongnam,,91,F,,
457,Heejin,Song Heejin,1995-08-19,Seoul,175.0,91,F,,
458,Heejoo,Jeon Heejoo,1996-11-30,,,91,F,,
459,Heeju,Chae Heeju,2003-04-04,,110.0,91,M,,
460,Heejun,Oh Heejun,1996-05-08,,236.0,91,M,61.0,180.0
461,Heeo,Gwak Heeoh,1994-05-02,,15.0,91,F,,
462,Heeseok,Yun Heeseok,1997-06-10,,243.0,91,M,61.0,180.0
463,Heeseung,Lee Heeseung,2001-10-15,,139.0,91,M,,
464,Heesoo,Kim Heesoo,2004-05-12,,381.0,91,M,,
465,Heesu,Kim Heesu,1998-03-24,,258.0,91,F,,
466,Heesun,Park Heesun,2005-01-25,,311.0,91,F,45.0,162.0
467,Heeyu,Choi Heejae,1995-06-30,,273.0,91,F,,159.0
468,Henny,Kang Gayoung,1994-12-01,,,91,F,50.0,168.0
469,Heo Chan,Heo Chan,1995-12-14,,,91,M,,
470,High.D,Kim Dohee,1996-12-21,Suwon,357.0,91,F,,165.0
471,HighTop,Lim Hyeontae,1994-03-19,,64.0,91,M,60.0,178.0
472,Himchan,Kim Himchan,1990-04-19,Seoul,50.0,91,M,69.0,180.0
473,Hohyeon,Lee Hohyeon,2001-10-14,,388.0,91,M,,177.0
474,Hojoon,Jeon Hojoon,1992-10-31,Gwangju,,91,M,,
475,Hojung,Go Hojung,1994-10-20,,204.0,91,M,,
476,Hong,Kim Hong,2005-06-23,,314.0,91,M,,
477,Hongbin,Lee Hongbin,1993-09-29,Seoul,416.0,91,M,62.0,181.0
478,Honggi,Lee Honggi,1990-03-02,Gwangju,158.0,91,M,,
479,Hongil,Yoon Hongil,1999-01-11,,,91,M,,
480,Hongjoong,Kim Hongjoong,1998-11-07,,48.0,91,M,,171.0
481,Hongseob,Shim Hongseob,1998-01-08,,7.0,91,M,58.0,177.0
482,Hongseok,Yang Hongseok,1994-04-17,,309.0,91,M,,
483,Hoon,Yeo Hoonmin,1991-08-16,Namyangju,402.0,91,M,,
484,Hoony,Lee Seunghoon,1992-01-11,Busan,431.0,91,M,,
485,Hoshi,Kwon Soonyoung,1996-06-15,Namyangju,344.0,91,M,63.0,178.0
486,Hoya,Lee Howon,1991-03-28,Busan,,91,M,60.0,178.0
487,Hoyoung,Bae Hoyoung,1998-08-10,,412.0,91,M,,
488,Hui,Lee Hwitaek,1993-08-28,,309.0,91,M,,
489,Huihyeon,Ki Huihyeon,1995-06-16,Namwon,128.0,91,F,46.0,167.0
490,Huijun,Noh Huijun,2003-10-07,,265.0,91,M,,
491,Huiyeon,Oh Huiyeon,2005-08-01,,,91,F,,
492,Hwall,Heo Hyunjoon,2000-03-09,Busan,,91,M,56.0,178.0
493,Hwanhee,Lee Hwanhee,1998-05-06,Daejeon,408.0,91,M,,
494,Hwani,Jo Sihyeon,1994-11-16,,136.0,91,M,,
495,Hwanwoong,Yeo Hwanwoong,1998-08-26,,304.0,91,M,,
496,Hwarang,Park Jonghan,1995-12-05,,358.0,91,M,,
497,Hwarang,Son Jaewon,2001-04-23,,374.0,91,M,61.0,179.0
498,Hwasa,Ahn Hyejin,1995-07-23,Jeonju,259.0,91,F,44.0,162.0
499,Hweseung,Yoo Hweseung,1995-02-28,,285.0,91,M,,
500,Hwi,Jo Mingyu,2002-09-26,,291.0,91,M,,
501,Hwi,Lee Choonghyun,1999-02-04,,106.0,91,M,61.0,172.0
502,Hwi,Eun Hwi,2004-11-11,Gangwon,383.0,91,M,,
503,Hwichan,Lee Heechan,1996-04-18,,243.0,91,M,,
504,Hwiseo,Jo Hwihyeon,2002-07-31,,186.0,91,F,,168.0
505,Hwiyoung,Kim Youngkyun,1999-05-11,,345.0,91,M,,
506,Hyangsuk,Lee Hyangsuk,1991-04-24,Seoul,9.0,91,F,,165.0
507,Hyebin,Lee Hyebin,1996-01-12,Andong,274.0,91,F,44.0,165.0
508,Hyebin,Im Hyebin,1999-11-10,,196.0,91,F,,
509,Hyebin,Kim Hyebin,1997-03-29,,42.0,91,F,,
510,Hyein,Lee Hyein,2008-04-21,Incheon,290.0,91,F,,170.0
511,Hyejeong,Shin Hyejeong,1993-08-10,Seoul,37.0,91,F,48.0,170.0
512,Hyeji,Jeong Hyeji,1992-04-02,Seoul,15.0,91,F,,
513,Hyejin,Baek Hyejin,1996-11-21,Sacheon,15.0,91,F,,
514,Hyejin,Kang Hyejin,2000-07-13,,114.0,91,F,,
515,Hyejoo,Park Hyunjoo,1999-01-12,,196.0,91,F,,
516,Hyeju,Son Hyeju,2001-11-13,,246.0,91,F,,
517,Hyeju,Hong Hyeju,2003-12-09,Seoul,108.0,91,F,,166.0
518,Hyemi,Pyo Hyemi,1991-04-03,Gwangju,18.0,91,F,46.0,171.0
519,Hyemi,Kim Hyemi,1990-08-10,Seoul,153.0,91,F,,161.0
520,Hyeoeun,Lee Hyoeun,1993-03-16,Seoul,363.0,91,F,,
521,Hyeongjun,Song Hyeongjun,2002-11-30,,113.0,91,M,55.0,174.0
522,Hyeongseok,Chu Hyeongseok,2000-09-13,,,91,M,,
523,Hyeongshin,Kim Hyungshin,2002-05-03,,,91,F,,
524,Hyeontae,Oh Hyeontae,2008-08-13,,151.0,91,M,,170.0
525,Hyeran,Noh Hyeran,1993-04-09,,,91,F,,
526,Hyeri,Lee Hyeri,1994-06-09,Gwangju,169.0,91,F,46.0,167.0
527,Hyerim,Woo Hyerim,1992-09-01,Seoul,433.0,91,F,,167.0
528,Hyerin,Seo Hyerin,1993-08-23,Gwangju,146.0,91,F,,165.0
529,Hyerin,Kim Hyerin,1993-06-13,Seoul,9.0,91,F,,170.0
530,Hyerin,Jeong Hyerin,2007-04-12,,394.0,91,F,,
531,Hyesung,Park Hyeseong,1996-01-17,Daejeon,409.0,91,M,56.0,176.0
532,Hyewon,Kang Hyewon,1999-07-05,Yangsan,220.0,91,F,,
533,Hyeyeon,Kang Hyeyeon,1990-12-08,,62.0,91,F,,
534,Hyeyeon,Cho Hyeyeon,2000-08-05,,,91,F,,
535,Hyogyeong,Jang Hyogyeong,1999-11-15,,44.0,91,F,,
536,Hyojin,Kim Hyojin,1994-04-22,Seoul,305.0,91,M,,
537,Hyojung,Choi Hyojung,1994-07-28,Yangyang,301.0,91,F,46.0,160.0
538,Hyomin,Park Sunyoung,1989-05-30,Busan,371.0,91,F,43.0,167.0
539,Hyori,Inn Hyori,2000-06-02,,269.0,91,F,,161.0
540,Hyorin,Kim Hyojung,1990-12-11,,352.0,91,F,,
541,Hyosun,Lim Hyosun,1998-07-10,,185.0,91,F,54.0,170.0
542,Hyosung,Jun Hyoseong,1989-10-13,Cheongju,341.0,91,F,,
543,Hyounjoon,Jang Hyounjoon,2008-10-25,,381.0,91,M,,
544,Hyoyeon,Kim Hyoyeon,1989-09-22,Incheon,,91,F,48.0,158.0
545,Hyuk,Han Sanghyuk,1995-07-05,Daejeon,416.0,91,M,62.0,181.0
546,Hyuk,Yang Hyuk,2000-03-15,,,91,M,67.0,183.0
547,Hyuk,Koo Bonhyuk,2000-04-17,,374.0,91,M,,
548,Hyukjin,Jang Hyukjin,1993-12-20,Busan,,91,M,,
549,Hyukjin,Son Hyukjin,2003-12-12,,430.0,91,M,57.0,176.0
550,Hyun,Park Sunghyun,1997-08-25,Suwon,,91,M,58.0,176.0
551,HyunA,Kim Hyuna,1992-06-06,Jeolla,14.0,91,F,,164.0
552,Hyuna,Moon Hyuna,1987-01-19,Yeosu,,91,F,50.0,172.0
553,Hyunbin,Kwon Hyunbin,1997-03-04,Seoul,221.0,91,M,,
554,Hyunbin,Kim Hyunbin,2004-05-26,,393.0,91,F,,
555,Hyunbin,Moon Hyunbin,2000-02-26,,106.0,91,M,61.0,177.0
556,Hyunbin,Koo Hyunbin,2003-05-29,Changwon,314.0,91,M,,181.0
557,Hyungseo,Myeong Hyeongseo,2001-06-25,,108.0,91,F,44.0,160.0
558,Hyungseok,Song Hyungseok,2002-11-06,,445.0,91,M,,
559,Hyungseop,Ahn Hyungseop,1999-08-09,,374.0,91,M,58.0,173.0
560,Hyungsik,Park Hyungsik,1991-11-16,Yongin,446.0,91,M,,
561,Hyungwon,Chae Hyungwon,1994-01-15,Gwangju,275.0,91,M,,
562,Hyunhah,Kim Hyunhah,2000-05-09,,110.0,91,M,,
563,Hyunho,Lee Hyunho,1998-11-04,,126.0,91,M,,
564,Hyunjae,Lee Jaehyun,1997-09-13,,376.0,91,M,62.0,180.0
565,Hyunji,Kim Hyunji,1992-06-30,,,91,F,,165.0
566,Hyunjin,Kim Hyunjin,2000-11-15,Jeonju,246.0,91,F,,
567,Hyunjin,Hwang Hyunjin,2000-03-20,Seoul,364.0,91,M,,
568,Hyunjoo,Lee Hyunjoo,1998-02-05,Seoul,404.0,91,F,,
569,Hyunjun,Lee Hyunjun,1999-12-21,,219.0,91,M,,
570,Hyunjun,Bae Hyunjun,2003-06-06,Seoul,47.0,91,M,,180.0
571,Hyunkyung,Kim Hyunjong,1998-09-05,,333.0,91,M,,
572,Hyunmin,Byun Hyunmin,1999-04-17,,,91,M,,170.0
573,Hyunoh,Park Hyunoh,1999-02-12,,126.0,91,M,,
574,Hyunseo,Go Hyunseo,1999-06-17,,,91,F,,
575,Hyunseong,Shim Hyunseong,1993-06-09,Yeongcheon,84.0,91,M,58.0,178.0
576,Hyunseung,Jang Hyunseung,1989-09-03,Suncheon,,91,M,58.0,177.0
577,Hyunseung,Kim Hyunseung,2002-10-15,,445.0,91,M,,
578,Hyunsik,Lim Hyunsik,1992-03-07,Ilsan,89.0,91,M,66.0,177.0
579,Hyunsik,Won Hyunsik,1997-09-12,Suwon,441.0,91,M,53.0,173.0
580,Hyunsoo,Kim Hyunsoo,1995-04-12,,121.0,91,M,60.0,176.0
581,Hyunsoo,Jang Hyunsoo,2003-09-16,Sangju,383.0,91,M,,
582,Hyunsuk,Choi Hyunsuk,1999-04-21,Daegu,389.0,91,M,,
583,Hyunsuk,Yoon Hyunsuk,2001-09-08,,107.0,91,M,,188.0
584,Hyunuk,Han Hyunuk,1994-09-26,,,91,M,63.0,179.0
585,Hyunwoo,Kim Hyunwoo,2001-01-21,Seoul,96.0,91,M,,173.0
586,Hyunwoo,Baek Hyunwoo,1999-03-19,,126.0,91,M,,
587,Hyunwoo,Choi Hyunwoo,2004-12-04,Gangwon,440.0,91,M,,
588,Hyunwook,Ji Hyunwook,1998-07-01,,126.0,91,M,,
589,Hyunwoong,Kim Hyunwoong,1998-02-08,,3.0,91,M,,
590,Hyunyoung,Cho Hyunyoung,1991-08-11,Seoul,324.0,91,F,41.0,160.0
591,I,Cha Yoonji,1996-12-02,Busan,,91,F,,
592,I.L,Kim Jiwon,1997-07-01,Daegu,216.0,91,F,,
593,I.M,Lim Changkyun,1996-01-26,Gwangju,275.0,91,M,,
594,I.N,Yang Jeongin,2001-02-08,Busan,364.0,91,M,,
595,Iaan,Yoo Dongju,2002-03-22,,442.0,91,F,,
596,Ian,Ro Sungchul,2003-12-11,,251.0,91,M,,178.0
597,Ida,Ko Chaeyoung,2000-05-19,,257.0,91,F,43.0,163.0
598,Ilhoon,Jung Ilhoon,1994-10-04,Seoul,89.0,91,M,64.0,176.0
599,Inho,Hwang Inho,1993-06-21,,,91,M,58.0,177.0
600,Inhong,Lee Inhong,2004-11-12,,,91,M,,180.0
601,Inpyo,Lee Inpyo,1995-08-14,,,91,M,66.0,182.0
602,Inseong,Kim Inseong,1993-07-12,,345.0,91,M,,
603,Inseong,Jeong Inseong,1994-07-01,,236.0,91,M,71.0,183.0
604,Insoo,Kang Insoo,1988-03-10,Suwon,282.0,91,M,,
605,Intak,Hwang Intak,2003-08-31,,308.0,91,M,,
606,Ireh,Cho Seoyoung,2002-04-30,,321.0,91,F,,
607,Irene,Bae Juhyun,1991-03-29,Daegu,327.0,91,F,,161.0
608,Isa,Lee Chaeyoung,2002-01-23,Busan,362.0,91,F,45.0,165.0
609,Isol,,1997-05-01,Seoul,253.0,91,F,48.0,166.0
610,IU,Lee Jieun,1993-05-16,Seoul,,91,F,,162.0
611,Ivan,Park Yooseong,2001-10-12,,232.0,91,M,,
612,J,Lee Yeji,1998-02-12,,35.0,91,F,,
613,J,Jang Yeeun,2004-12-09,Daejeon,362.0,91,F,48.0,170.0
614,J-Hoon,Lim Junghoon,1990-07-15,Seoul,52.0,91,M,62.0,172.0
615,J-Hope,Jung Hoseok,1994-02-18,Gwangju,90.0,91,M,65.0,177.0
616,J-Min,Jeon Minwook,1999-10-16,,58.0,91,M,,
617,J-Us,Lee Seungjoon,1995-01-13,Seoul,305.0,91,M,,
618,J.Min,Shin Minjung,1994-11-20,,382.0,91,F,,155.0
619,J.seph,Kim Taehyung,1992-06-21,,,91,M,,
620,J.YOU,Kim Jaeyu,2000-11-02,,384.0,91,M,,
621,Jacob,Bae Joonyoung,1997-05-30,Toronto,376.0,91,M,60.0,175.0
622,Jae,Park Jaehyung,1992-09-15,Buenos Aires,125.0,91,M,,
623,Jaechan,Park Jaechan,2001-12-06,,130.0,91,M,58.0,177.0
624,Jaeha,Lee Jaehyun,2004-07-01,Seoul,,91,M,,174.0
625,Jaehan,Kim Jaehan,1995-07-01,,,91,M,,
626,Jaehee,Lee Jaehee,2004-03-18,,427.0,91,F,,166.0
627,Jaeho,Kim Jaeho,1992-09-17,,200.0,91,M,58.0,174.0
628,Jaehwan,Kim Jaehwan,1996-05-27,Seoul,420.0,91,M,,
629,Jaehyo,Ahn Jaehyo,1990-12-23,Busan,78.0,91,M,60.0,182.0
630,Jaehyuk,Yoon Jaehyuk,2001-07-23,,389.0,91,M,,
631,Jaehyun,Jung Yoonoh,1997-02-14,Seoul,288.0,91,M,,
632,Jaehyun,Kim Jaehyun,1994-07-15,Seoul,285.0,91,M,,
633,Jaehyun,Bong Jaehyun,1999-01-04,,174.0,91,M,,
634,Jaehyun,Myung Jaehyun,2003-12-04,,85.0,91,M,,
635,Jaejin,Lee Jaejin,1991-12-17,Cheongju,158.0,91,M,,
636,Jaejoong,Kim Jaejoong,1986-01-26,Gongju,227.0,91,M,,
637,Jaekyung,Kim Jaekyung,1988-12-24,Seoul,324.0,91,F,45.0,168.0
638,Jaemin,Na Jaemin,2000-08-13,,288.0,91,M,,
639,Jaemin,Shin Jaemin,1996-06-08,,438.0,91,M,,
640,Jaeseok,Park Jaeseok,1995-11-20,,,91,M,,
641,Jaeun,Ha Jaeun,1999-09-28,,43.0,91,M,,
642,Jaewon,Shin Jaewon,2004-03-02,,,91,M,,
643,Jaeyoon,Lee Jaeyoon,1994-08-09,,345.0,91,M,,
644,Jaeyun,Lee Jaeyun,2000-08-16,,384.0,91,M,,
645,Jahan,Im Jihun,2002-08-01,,232.0,91,M,,
646,Jake,Shim Jaeyoon,2002-11-15,,139.0,91,M,,
647,Jamie,Park Jimin,1997-07-05,Junggu,4.0,91,F,,160.0
648,Jane,Sung Jiyeon,1997-12-20,Changwon,274.0,91,F,46.0,167.0
649,Jangjun,Lee Jangjun,1997-03-03,,174.0,91,M,,
650,Jay,Kim Jinhwan,1994-02-07,Jeju,208.0,91,M,,
651,Jay,Park Jongsung,2002-04-20,,139.0,91,M,,
652,Jayder,Kim Junbmin,2002-12-31,Yangsan,,91,M,,178.0
653,JB,Im Jaebum,1994-01-06,Goyang,176.0,91,M,63.0,179.0
654,Jea,Kim Hyojin,1981-09-18,,88.0,91,F,,
655,Jeewon,Kim Jiwon,1999-04-01,Busan,105.0,91,F,,
656,Jeff,Lee Jaeho,2005-04-21,,141.0,91,M,61.0,179.0
657,Jehyun,Moon Jehyun,1999-04-20,,,91,M,,
658,Jei,Kim Jinhee,1989-09-05,Bucheon,153.0,91,F,,162.0
659,Jen,Kim Yehyeon,1997-03-27,,407.0,91,M,,
660,Jenissi,Kim Taeyang,1991-08-02,Seoul,,91,M,,
661,Jenna,Kim Minji,2006-10-06,Changwon,,91,F,,
662,Jennie,Kim Jennie,1996-01-16,Anyang,69.0,91,F,50.0,163.0
663,Jenny,Lee Soyul,1996-09-04,Seoul,,91,F,47.0,165.0
664,Jeno,Lee Jeno,2000-04-23,,288.0,91,M,,
665,Jeon Woong,Jeon Woong,1997-10-15,,23.0,91,M,,173.0
666,Jeongeun,Park Jeongeun,2003-04-17,Jinju,189.0,91,M,,179.0
667,Jeonggyu,Lim Jeonggyu,1997-11-05,,,91,M,62.0,181.0
668,Jeonghan,Yoon Jeonghan,1995-10-04,Seoul,344.0,91,M,54.0,175.0
669,Jeonghee,Go Jeonghee,2000-03-11,Incheon,152.0,91,F,,
670,Jeonghyeon,Lee Jeonghyeon,2002-09-11,,144.0,91,M,,185.0
671,Jeongkyun,Jeong Jeongkyun,1987-11-27,,425.0,91,M,60.0,180.0
672,Jeongmin,Lee Jeongmin,1994-02-01,Suwon,84.0,91,M,60.0,173.0
673,Jeongmin,Woo Jeongmin,2002-05-31,,430.0,91,M,65.0,175.0
674,Jeongseung,Park Jeongseung,2002-05-20,,126.0,91,M,,
675,Jeonguk,Kim Jeonguk,1993-03-20,Busan,7.0,91,M,58.0,178.0
676,Jeongwoo,Park Jeongwoo,2004-09-28,,389.0,91,M,,
677,Jeongyeon,Yoo Jeongyeon,1996-11-01,Suwon,398.0,91,F,,168.0
678,Jeongyoon,Woo Jeongyoon,2003-04-11,,430.0,91,M,62.0,184.0
679,Jeonyul,Jeon Yuri,1994-03-20,Seoul,363.0,91,F,,
680,Jerrry,Ahn Sohyun,1992-08-27,Seoul,370.0,91,F,,
681,Jessica,Jessica Jung,1989-04-18,,,91,F,,
682,Jewon,Woo Jewon,1998-11-28,,292.0,91,M,55.0,170.0
683,Ji Eunho,Lee Sangmin,2005-05-21,,251.0,91,M,,184.0
684,Ji Hansol,Ji Hansol,1994-11-21,Busan,291.0,91,M,63.0,182.0
685,Jia,Yoon Jia,2004-01-16,Incheon,269.0,91,F,,165.0
686,Jiae,Yoo Jiae,1993-05-21,Seoul,247.0,91,F,43.0,163.0
687,Jiae,Kim Jiae,1995-10-31,,422.0,91,F,,
688,Jiahn,Yoo Jiahn,1992-04-01,,,91,M,57.0,176.0
689,Jian,Kwon Jieun,2001-03-14,,252.0,91,F,,
690,Jian,Kim Jian,2006-11-04,,,91,F,,
691,Jiana,Noh Jihyeon,2006-02-02,Busan,444.0,91,F,,
692,Jibeom,Kim Jibeom,1999-02-03,,174.0,91,M,,
693,Jieun,Song Jieun,1990-05-05,Seoul,341.0,91,F,,
694,Jieun,Park Jieun,1997-09-04,,,91,F,49.0,166.0
695,Jieun,Choi Jieun,2001-03-03,,75.0,91,F,,
696,Jieun,Han Jieun,2009-11-05,,444.0,91,F,,
697,Jihan,Han Jihyo,2004-07-12,,427.0,91,F,,
698,Jiheon,Baek Jiheon,2003-04-17,Jeolla,157.0,91,F,,
699,Jiho,Kim Jiho,1997-04-04,Okcheon,,91,F,49.0,165.0
700,Jiho,Jang Jiho,2004-08-10,Gyeonggi,292.0,91,M,,
701,Jiho,Choi Jiho,2004-06-10,,34.0,91,M,,182.0
702,Jihoo,Lim Soojung,1998-08-05,,219.0,91,M,,
703,Jihoo,Park Jihoo,2006-07-14,Dasan,144.0,91,M,,177.0
704,Jihoon,Park Jihoon,1999-05-29,Masan,420.0,91,M,,
705,Jihoon,Park Jihoon,2000-03-14,Busan,389.0,91,M,,
706,Jihoon,Han Jihoon,2006-03-28,,400.0,91,M,,
707,Jihun,Kim Jihun,2000-01-09,Daegu,96.0,91,M,,176.0
708,Jihun,Kim Jihun,1995-02-20,,236.0,91,M,73.0,186.0
709,Jihyo,Park Jisoo,1997-02-01,Guri,398.0,91,F,,162.0
710,Jihyo,Lee Jihyo,2001-04-22,Gyeonggi,315.0,91,F,49.0,166.0
711,Jihyun,Nam Jihyun,1990-01-09,Seoul,14.0,91,F,,167.0
712,Jimin,Shin Jimin,1991-01-08,Seoul,,91,F,43.0,160.0
713,Jimin,Park Jimin,1995-10-13,Busan,90.0,91,M,61.0,175.0
714,Jimin,Won Jimin,2007-11-25,,108.0,91,F,,171.0
715,Jimin,Kim Jimin,2002-05-01,Incheon,189.0,91,M,61.0,177.0
716,JIN,Park Myungeun,1996-06-12,Busan,247.0,91,F,47.0,165.0
717,Jin,Kim Seokjin,1992-12-04,Gwacheon,90.0,91,M,63.0,179.0
718,Jin Jin,Park Jinwoo,1996-03-15,Nowon,46.0,91,M,,
719,Jinbeom,Park Jinbeom,2002-04-22,Mokpo,,91,M,,183.0
720,JinE,Shin Hyejin,1995-01-22,Pohang,,91,F,48.0,160.0
721,Jingyu,Lee Jingyu,1998-04-22,,,91,M,,
722,Jinha,Kim Jinha,2003-11-21,,393.0,91,F,,
723,Jinho,Jo Jinho,1992-04-17,,309.0,91,M,,
724,Jinhong,Kim Jinhong,1998-01-02,Seoul,7.0,91,M,53.0,180.0
725,Jinhoo,Kim Jinwook,1995-08-02,Changwon,,91,M,,
726,Jinhui,,1996-11-21,Seongnam,253.0,91,F,42.0,160.0
727,Jinhwa,Choi Jinhwa,2002-01-15,,76.0,91,M,64.0,180.0
728,Jinju,Park Jinju,1990-04-28,,,91,F,,
729,Jinkwon,Kim Jinkwon,2001-01-31,,291.0,91,M,,
